species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Sabethescyaneus,Lepidoptera,51.0,76.12,"Mir-1993, Mir-2001, Mir-242, Mir-3049",63,94.03,"Mir-14, Mir-153, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-316, Mir-36, Mir-750, Mir-957, Mir-970, Mir-999"
Saccoglossuskowalevskii,Lepidoptera,48.0,71.64,"Mir-2009, Mir-216, Mir-76",49,73.13,Mir-22
Saimiriboliviensisboliviensis,Lepidoptera,170.0,253.73,"Mir-1388, Mir-1397, Mir-1662, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-384, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",192,286.57,"Mir-1271, Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-1788, Mir-2114, Mir-224, Mir-2387, Mir-325, Mir-345, Mir-361, Mir-4541, Mir-511, Mir-541, Mir-590, Mir-653, Mir-672, Mir-722, Mir-737, Mir-770, Mir-9851"
Salariasfasciatus,Lepidoptera,99.0,147.76,"Mir-1329, Mir-2001, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76",103,153.73,"Mir-147, Mir-242, Mir-729, Mir-875"
Salmosalar,Lepidoptera,376.0,561.19,"Mir-1329, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-76, Mir-875, Mir-1329, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-4057, Mir-4541, Mir-76, Mir-875, Mir-1329, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76, Mir-875, Mir-1329, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-4057, Mir-4541, Mir-76, Mir-875",416,620.9,"Mir-147, Mir-191, Mir-2001, Mir-242, Mir-4057, Mir-425, Mir-451, Mir-4541, Mir-71, Mir-7133, Mir-729, Mir-147, Mir-191, Mir-2001, Mir-242, Mir-32, Mir-425, Mir-451, Mir-71, Mir-7133, Mir-729, Mir-147, Mir-191, Mir-2001, Mir-242, Mir-425, Mir-451, Mir-71, Mir-7133, Mir-729, Mir-147, Mir-191, Mir-2001, Mir-242, Mir-32, Mir-425, Mir-451, Mir-71, Mir-7133, Mir-729"
Salmotrutta,Lepidoptera,93.0,138.81,"Mir-1329, Mir-2001, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76",103,153.73,"Mir-147, Mir-191, Mir-242, Mir-425, Mir-451, Mir-71, Mir-7133, Mir-7147, Mir-729, Mir-875"
Salvelinusnamaycush,Lepidoptera,95.0,141.79,"Mir-1329, Mir-2001, Mir-252, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-76",105,156.72,"Mir-147, Mir-191, Mir-242, Mir-278, Mir-425, Mir-4541, Mir-71, Mir-7133, Mir-729, Mir-875"
Sanderlucioperca,Lepidoptera,96.0,143.28,"Mir-1329, Mir-252, Mir-278, Mir-315, Mir-4541, Mir-71, Mir-729, Mir-875",106,158.21,"Mir-139, Mir-147, Mir-2001, Mir-242, Mir-281, Mir-32, Mir-4057, Mir-451, Mir-458, Mir-76"
Sapajusapella,Lepidoptera,169.0,252.24,"Mir-1388, Mir-1397, Mir-1662, Mir-1805, Mir-1842, Mir-2001, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-384, Mir-4057, Mir-458, Mir-460, Mir-7147, Mir-725, Mir-726, Mir-76, Mir-9851",195,291.04,"Mir-1271, Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-147, Mir-1788, Mir-1912, Mir-2184, Mir-224, Mir-2387, Mir-325, Mir-331, Mir-345, Mir-361, Mir-448, Mir-4541, Mir-456, Mir-511, Mir-653, Mir-672, Mir-71, Mir-722, Mir-727, Mir-737, Mir-770"
Sarcophagacaerulescens,Lepidoptera,86.0,128.36,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750, Mir-971, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971",115,171.64,"Mir-1175, Mir-14, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-71, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1175, Mir-14, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Sarcophagarosellei,Lepidoptera,86.0,128.36,"Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971, Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-71, Mir-750, Mir-971",117,174.63,"Mir-1175, Mir-14, Mir-2001, Mir-242, Mir-275, Mir-29, Mir-3, Mir-306, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1175, Mir-14, Mir-2001, Mir-242, Mir-275, Mir-29, Mir-3, Mir-306, Mir-36, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Sarcophagasubvicina,Lepidoptera,85.0,126.87,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-927, Mir-971, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971",113,168.66,"Mir-1175, Mir-14, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1175, Mir-14, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Sarcophagavariegata,Lepidoptera,42.0,62.69,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-71, Mir-750, Mir-971",58,86.57,"Mir-1175, Mir-14, Mir-2001, Mir-22, Mir-275, Mir-29, Mir-3, Mir-306, Mir-36, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Sarcophilusharrisii,Lepidoptera,98.0,146.27,"Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-459, Mir-590, Mir-675, Mir-7147, Mir-725, Mir-727, Mir-76, Mir-873",105,156.72,"Mir-147, Mir-281, Mir-4541, Mir-71, Mir-722, Mir-726, Mir-737"
Sarcoptesscabiei,Lepidoptera,14.0,20.9,"Bantam, Let-7, Mir-1175, Mir-12, Mir-133, Mir-137, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-210, Mir-216, Mir-219, Mir-242, Mir-275, Mir-276, Mir-277, Mir-278, Mir-281, Mir-31, Mir-33, Mir-36, Mir-3931, Mir-5305, Mir-750, Mir-76, Mir-87, Mir-92",23,34.33,"Iab-4, Mir-22, Mir-29, Mir-305, Mir-315, Mir-375, Mir-5735, Mir-67, Mir-8"
Scaevapyrastri,Lepidoptera,100.0,149.25,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",117,174.63,"Mir-1000, Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-1000, Mir-275, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Schistocercaamericana,Lepidoptera,48.0,71.64,"Mir-153, Mir-1993, Mir-242, Mir-3, Mir-3049, Mir-36, Mir-375, Mir-87",54,80.6,"Mir-14, Mir-2001, Mir-2765, Mir-306, Mir-316, Mir-929"
Schistosomahaematobium,Lepidoptera,3.0,4.48,"Mir-10, Mir-133, Mir-137, Mir-153, Mir-184, Mir-190, Mir-1986, Mir-1990, Mir-1992, Mir-1994, Mir-2001, Mir-210, Mir-22, Mir-242, Mir-252, Mir-277, Mir-278, Mir-279, Mir-29, Mir-315, Mir-317, Mir-33, Mir-34, Mir-36, Mir-375, Mir-67, Mir-750, Mir-76, Mir-87, Mir-92, Mir-96",18,26.87,"Bantam, Let-7, Mir-1, Mir-1175, Mir-12, Mir-193, Mir-1989, Mir-1993, Mir-216, Mir-219, Mir-281, Mir-31, Mir-7, Mir-71, Mir-9"
Schmidteamediterranea,Lepidoptera,27.0,40.3,"Mir-137, Mir-190, Mir-193, Mir-1986, Mir-1990, Mir-1994, Mir-2001, Mir-210, Mir-242, Mir-252, Mir-29, Mir-317, Mir-33, Mir-34, Mir-375, Mir-92",33,49.25,"Mir-153, Mir-219, Mir-22, Mir-279, Mir-281, Mir-96"
Schrankiacostaestrigalis,Lepidoptera,95.0,141.79,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-29, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36",120,179.1,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Sciuruscarolinensis,Lepidoptera,175.0,261.19,"Mir-1307, Mir-1329, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76",192,286.57,"Mir-1416, Mir-2114, Mir-337, Mir-378, Mir-384, Mir-448, Mir-511, Mir-541, Mir-574, Mir-592, Mir-598, Mir-672, Mir-722, Mir-737, Mir-770, Mir-877, Mir-885"
Sciurusvulgaris,Lepidoptera,352.0,525.37,"Mir-1307, Mir-1329, Mir-1397, Mir-1788, Mir-1805, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-1307, Mir-1329, Mir-1397, Mir-1788, Mir-1805, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76",386,576.12,"Mir-1416, Mir-1662, Mir-1842, Mir-337, Mir-384, Mir-448, Mir-451, Mir-4541, Mir-511, Mir-574, Mir-592, Mir-598, Mir-672, Mir-722, Mir-737, Mir-770, Mir-877, Mir-1416, Mir-1662, Mir-1842, Mir-337, Mir-384, Mir-448, Mir-451, Mir-4541, Mir-511, Mir-574, Mir-592, Mir-598, Mir-672, Mir-722, Mir-737, Mir-770, Mir-877"
Scleropagesformosus,Lepidoptera,91.0,135.82,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-71, Mir-875",100,149.25,"Mir-147, Mir-191, Mir-4057, Mir-4541, Mir-722, Mir-728, Mir-729, Mir-734, Mir-76"
Scophthalmusmaximus,Lepidoptera,97.0,144.78,"Mir-1329, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-729, Mir-76",103,153.73,"Mir-147, Mir-2001, Mir-451, Mir-71, Mir-726, Mir-875"
Sebastesumbrosus,Lepidoptera,97.0,144.78,"Mir-1329, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-71, Mir-76",105,156.72,"Mir-147, Mir-2001, Mir-32, Mir-451, Mir-4541, Mir-729, Mir-737, Mir-875"
Seladoniatumulorum,Lepidoptera,44.0,65.67,"Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",56,83.58,"Mir-1000, Mir-14, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-375, Mir-929, Mir-932, Mir-971"
Seleniadentaria,Lepidoptera,93.0,138.81,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-36, Mir-957, Mir-999, Mir-1993, Mir-219, Mir-3049, Mir-36, Mir-957",122,182.09,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-76, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-76, Mir-932, Mir-970, Mir-988, Mir-999"
Sesiaapiformis,Lepidoptera,94.0,140.3,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999, Mir-12, Mir-1993, Mir-242, Mir-275, Mir-3, Mir-3049, Mir-31, Mir-315, Mir-36, Mir-750, Mir-76, Mir-957, Mir-999",114,170.15,"Mir-1000, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-932, Mir-970, Mir-1000, Mir-1175, Mir-14, Mir-153, Mir-219, Mir-22, Mir-2765, Mir-305, Mir-932, Mir-970"
Sesiabembeciformis,Lepidoptera,100.0,149.25,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-999, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-999",118,176.12,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-970, Mir-1000, Mir-12, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-970"
Sigmodonhispidus,Lepidoptera,148.0,220.9,"Mir-1296, Mir-1301, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-6529, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-769, Mir-885",180,268.66,"Mir-105, Mir-1249, Mir-1277, Mir-1329, Mir-147, Mir-1911, Mir-2355, Mir-2483, Mir-296, Mir-3059, Mir-330, Mir-339, Mir-345, Mir-350, Mir-432, Mir-452, Mir-486, Mir-489, Mir-504, Mir-511, Mir-541, Mir-542, Mir-590, Mir-599, Mir-628, Mir-676, Mir-722, Mir-737, Mir-760, Mir-876, Mir-877, Mir-9851"
Silurusaristotelis,Lepidoptera,89.0,132.84,"Mir-1329, Mir-223, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-726, Mir-729, Mir-875",104,155.22,"Mir-147, Mir-191, Mir-2001, Mir-208, Mir-2184, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-7132, Mir-7133, Mir-722, Mir-728, Mir-734, Mir-76"
Siphaflava,Lepidoptera,33.0,49.25,"Bantam, Mir-12, Mir-133, Mir-153, Mir-1993, Mir-2001, Mir-216, Mir-22, Mir-242, Mir-276, Mir-2765, Mir-2796, Mir-282, Mir-306, Mir-31, Mir-33, Mir-36, Mir-932",44,65.67,"Iab-4, Mir-14, Mir-210, Mir-275, Mir-3, Mir-3049, Mir-316, Mir-317, Mir-929, Mir-965, Mir-971"
Sitophilusoryzae,Lepidoptera,47.0,70.15,"Mir-153, Mir-242, Mir-278, Mir-3049, Mir-306, Mir-375",58,86.57,"Mir-14, Mir-1993, Mir-2001, Mir-219, Mir-275, Mir-2765, Mir-36, Mir-750, Mir-965, Mir-970, Mir-989"
Soleasenegalensis,Lepidoptera,96.0,143.28,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-726, Mir-729, Mir-76",102,152.24,"Mir-147, Mir-4057, Mir-425, Mir-71, Mir-7132, Mir-875"
Sousachinensis,Lepidoptera,172.0,256.72,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",190,283.58,"Mir-1301, Mir-1307, Mir-1329, Mir-1379, Mir-1805, Mir-1842, Mir-187, Mir-1911, Mir-2355, Mir-339, Mir-350, Mir-432, Mir-592, Mir-653, Mir-672, Mir-722, Mir-737, Mir-744"
Sparusaurata,Lepidoptera,98.0,146.27,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-76, Mir-875",104,155.22,"Mir-147, Mir-32, Mir-4541, Mir-71, Mir-7132, Mir-729"
Sphaeramiaorbicularis,Lepidoptera,98.0,146.27,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-71, Mir-729, Mir-76, Mir-875",101,150.75,"Mir-147, Mir-4057, Mir-458"
Sphaerophoriarueppellii,Lepidoptera,47.0,70.15,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Let-7, Mir-1175, Mir-14, Mir-275, Mir-306, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Sphaerophoriataeniata,Lepidoptera,96.0,143.28,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750, Mir-1175, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",117,174.63,"Mir-1175, Mir-14, Mir-275, Mir-306, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-14, Mir-275, Mir-306, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Sphecodesmonilicornis,Lepidoptera,45.0,67.16,"Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",56,83.58,"Mir-1000, Mir-14, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-317, Mir-929, Mir-932, Mir-971"
Spilarctialutea,Lepidoptera,94.0,140.3,"Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375",123,183.58,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-71, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Spilosomalubricipeda,Lepidoptera,96.0,143.28,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-957, Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",120,179.1,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-36, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-932, Mir-970, Mir-988, Mir-999"
Spodopteraexigua,Lepidoptera,46.0,68.66,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-932, Mir-970, Mir-988"
Spodopterafrugiperda,Lepidoptera,43.0,64.18,"Mir-1175, Mir-12, Mir-1993, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-750, Mir-957, Mir-999",56,83.58,"Mir-1, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988"
Spodopteralittoralis,Lepidoptera,45.0,67.16,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",56,83.58,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-316, Mir-932, Mir-970, Mir-988"
Stegodyphusdumicola,Lepidoptera,43.0,64.18,"Mir-12, Mir-1993, Mir-216",48,71.64,"Mir-1175, Mir-2001, Mir-242, Mir-3931, Mir-5735"
Stelisphaeoptera,Lepidoptera,88.0,131.34,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989, Mir-1000, Mir-124, Mir-153, Mir-1993, Mir-242, Mir-281, Mir-3049, Mir-36, Mir-970, Mir-989",112,167.16,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971"
Stenoptiliabipunctidactyla,Lepidoptera,85.0,126.87,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-12, Mir-1993, Mir-242, Mir-3, Mir-3049, Mir-36, Mir-375, Mir-999",120,179.1,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-306, Mir-76, Mir-929, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-76, Mir-8, Mir-929, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988"
Stomorhinalunata,Lepidoptera,81.0,120.9,"Mir-153, Mir-242, Mir-2765, Mir-3049, Mir-750, Mir-971, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750, Mir-971",121,180.6,"Mir-1175, Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-36, Mir-71, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-989, Mir-999, Mir-1000, Mir-1175, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-71, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-989, Mir-999"
Strigopshabroptila,Lepidoptera,109.0,162.69,"Mir-150, Mir-1781, Mir-2001, Mir-208, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726",113,168.66,"Mir-2131, Mir-2984, Mir-727, Mir-76"
Strixoccidentaliscaurina,Lepidoptera,106.0,158.21,"Mir-132, Mir-150, Mir-2001, Mir-208, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-76",108,161.19,"Mir-1467, Mir-1781"
Stylophorapistillata,Lepidoptera,1.0,1.49,,3,4.48,"Mir-2022, Mir-2030"
Suncusetruscus,Lepidoptera,118.0,176.12,"Mir-1296, Mir-1307, Mir-134, Mir-1379, Mir-1397, Mir-147, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-325, Mir-326, Mir-328, Mir-337, Mir-350, Mir-370, Mir-384, Mir-4057, Mir-450, Mir-452, Mir-456, Mir-458, Mir-488, Mir-505, Mir-542, Mir-598, Mir-615, Mir-628, Mir-670, Mir-675, Mir-676, Mir-7147, Mir-7180, Mir-722, Mir-727, Mir-76, Mir-760, Mir-885",167,249.25,"Mir-105, Mir-1247, Mir-127, Mir-1343, Mir-139, Mir-1416, Mir-149, Mir-184, Mir-185, Mir-1911, Mir-1912, Mir-197, Mir-202, Mir-224, Mir-2355, Mir-2483, Mir-3059, Mir-330, Mir-331, Mir-339, Mir-340, Mir-342, Mir-345, Mir-423, Mir-431, Mir-432, Mir-448, Mir-4541, Mir-460, Mir-489, Mir-491, Mir-493, Mir-504, Mir-541, Mir-590, Mir-592, Mir-652, Mir-671, Mir-6715, Mir-672, Mir-71, Mir-725, Mir-726, Mir-737, Mir-744, Mir-769, Mir-877, Mir-935, Mir-9851"
Susscrofa,Lepidoptera,167.0,249.25,"Mir-1301, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2114, Mir-2188, Mir-2355, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-675, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-737",191,285.07,"Mir-1329, Mir-134, Mir-1379, Mir-1416, Mir-1911, Mir-197, Mir-2184, Mir-2387, Mir-242, Mir-342, Mir-378, Mir-433, Mir-452, Mir-460, Mir-486, Mir-490, Mir-598, Mir-653, Mir-672, Mir-676, Mir-71, Mir-722, Mir-76, Mir-877"
Synanthedonandrenaeformis,Lepidoptera,90.0,134.33,"Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999, Mir-1000, Mir-124, Mir-1993, Mir-2001, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-971, Mir-999",118,176.12,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-957, Mir-988, Mir-989, Let-7, Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-71, Mir-957, Mir-988, Mir-989"
Synanthedonmyopaeformis,Lepidoptera,91.0,135.82,"Mir-1993, Mir-219, Mir-242, Mir-277, Mir-3049, Mir-315, Mir-317, Mir-34, Mir-36, Mir-957, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36",117,174.63,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-92, Mir-988, Mir-999, Mir-1000, Mir-12, Mir-14, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-957, Mir-988, Mir-999"
